Date,source,Author,Twitter.Retweet,Twitter.Followers,Twitter.Following,Hashtags,in_reply_to_screen_name,in_reply_to_user_id,reply_count,favorite_count,user_location,user_verified,user_listed_count,user_favourites_count,user_geo_enabled,Snippet
4/12/2019 18:51,dlvr.it,GreaterTampaBay,0,267,13,[],,,NULL,0,"Florida, USA",FALSE,2,0,FALSE,On the Town: Stanley Cup Pays Visit to Spectrum Bay News 9
4/12/2019 18:45,Twitter for iPhone,RevEdDennis,0,106,242,[],,,NULL,0,"St Petersburg, FL",FALSE,2,2737,TRUE,Stuff is beginning to come out about wrong doing by democrats &amp; even the Obama administration! I wonder if local ne…
4/12/2019 18:44,Twitter for iPhone,Bolts91Thunder,14,322,1217,"[{'text': 'TBLvsCBJ', 'indices': [82, 91]}]",,,NULL,0,Washington DC,FALSE,18,6124,FALSE,"RT @TBLightning: Time to bounce back. Here’s how to watch, stream, and listen to #TBLvsCBJ Game 2 tonight."
4/12/2019 18:41,Twitter for iPhone,RemyRoe,0,713,1376,[],,,NULL,0,Florida ,FALSE,4,254,TRUE,Rapper DMX spent the night kicking Ybor City’s ass on the pool table after his Tampa show
4/12/2019 18:40,Twitter for iPhone,carloseats,0,11063,12167,[],,,NULL,0,TPA and SF,FALSE,331,57322,TRUE,RT @j_rimensnyder: this is the type of news @WolfColin lives for
4/12/2019 18:26,Instagram,dawnrawlinsbiz,0,1776,2174,[],,,NULL,0,Tampa,FALSE,61,776,TRUE,"Celebrating Gary Nager and Neighborhood News Magazine 25th Annniversary with Karaoke, food, drinks and more.....…"
4/12/2019 18:26,Twitter for Android,Thompson1129420,3,29,293,[],,,NULL,0,fl,FALSE,0,1582,FALSE,RT @BN9: DEADLY SHOOTOUT UNFOLDS: A witness captured this video as deputies chased a carjacking suspect into woods — just feet from her car…
4/12/2019 18:18,Twitter for iPad,NHLCowgirl,1,148,180,[],,,NULL,0,,FALSE,2,1065,FALSE,RT @NHLdotcom: 5 Keys to Game 2 between Blue Jackets and Lightning
4/12/2019 18:16,SocialReport.com,homes4income,0,10059,10667,[],,,NULL,0,Tampa FL,FALSE,238,347,FALSE,CONTRACTOR DEFAULTS PROJECT ON U.S. 301 | FDOT told ABC Action News that they do not know why Astaldi defaulted and…
4/12/2019 18:16,SocialReport.com,RafiCastro,0,544,804,[],,,NULL,1,"Tampa, FL",FALSE,36,6,TRUE,CONTRACTOR DEFAULTS PROJECT ON U.S. 301 | FDOT told ABC Action News that they do not know why Astaldi defaulted and…
4/12/2019 18:16,SocialReport.com,RaymondBasden,0,205,439,[],,,NULL,0,Tampa,FALSE,0,67,TRUE,CONTRACTOR DEFAULTS PROJECT ON U.S. 301 | FDOT told ABC Action News that they do not know why Astaldi defaulted and…
4/12/2019 18:14,Twitter for iPhone,Mbrums45,3,89,142,[],,,NULL,0,"Fort Myers, Florida, USA",FALSE,1,5347,TRUE,RT @BN9: DEADLY SHOOTOUT UNFOLDS: A witness captured this video as deputies chased a carjacking suspect into woods — just feet from her car…
4/12/2019 18:13,Facebook,ericksmith42,0,80,124,[],,,NULL,0,,FALSE,5,1526,FALSE,Pinellas Park Sustainable Farm Supporting Area Food Pantry
4/12/2019 18:11,eClincher,WeidnerLaw,0,1332,851,"[{'text': 'StPete', 'indices': [98, 105]}, {'text': 'Gardening', 'indices': [106, 116]}, {'text': 'Florida', 'indices': [117, 125]}, {'text': 'UrbanGarden', 'indices': [126, 138]}]",,,NULL,0,"St. Petersburg, FL",FALSE,29,274,FALSE,St. Pete Urban Garden Hopes to Encourage Residents to Start Their Own 🥗 #StPete #Gardening #Florida #UrbanGarden
4/12/2019 18:08,Twitter Web Client,DavidNews2U,3,888,854,[],,,NULL,0,South Carolina,FALSE,36,5272,FALSE,RT @BN9: DEADLY SHOOTOUT UNFOLDS: A witness captured this video as deputies chased a carjacking suspect into woods — just feet from her car…
4/12/2019 18:06,TweetDeck,jayRecher,1,3138,1634,[],,,NULL,0,"Tampa, FL",FALSE,54,9357,TRUE,"RT @drosennhl: Bob and gaps, CBJ PK, balance and Tampa Bay physicality -- my keys to Game 2 here in Tampa:"
4/12/2019 18:06,Twitter Web Client,drosennhl,1,144972,1126,[],,,NULL,1,"New Jersey, USA",TRUE,2640,281,TRUE,"Bob and gaps, CBJ PK, balance and Tampa Bay physicality -- my keys to Game 2 here in Tampa:"
4/12/2019 18:05,SocialNewsDesk,BN9,3,372245,333,[],,,NULL,13,Tampa Bay area,TRUE,1745,1154,TRUE,DEADLY SHOOTOUT UNFOLDS: A witness captured this video as deputies chased a carjacking suspect into woods — just fe…
4/12/2019 18:03,Twitter for iPad,andytaylor6,2,874,865,[],,,NULL,0,"Brandon, Florida",FALSE,72,61020,TRUE,RT @tbocom: He lives in Tampa.
4/12/2019 17:58,Twitter for Android,Wolfetwin1,2,90,72,[],,,NULL,0,"Florida, USA",FALSE,1,3057,FALSE,"RT @BN9: ""An example of two young people at 4 and 5 years old that knew to do the right thing and call for help,"" said Chief Dennis Jones.…"
4/12/2019 17:56,Twitter for iPhone,FLA4Transparen1,0,13,264,[],,,NULL,0,"St. Petersburg, Florida",FALSE,0,57,FALSE,"30 year retired Captain Jack DIAZ confirms Jane Castor is a bully, just like her mob crowd at the Bay News 9 debate…"
4/12/2019 17:46,Twitter Web Client,pharmacychecker,0,1253,2714,[],,,NULL,0,"New York, NY",FALSE,16,2286,FALSE,How Much Will Floridians Save With Drug Importation Law?
4/12/2019 17:38,Twitter for iPhone,PuggieSue,2,237,94,[],,,NULL,0,Florida,FALSE,1,8382,FALSE,"RT @BN9: ""An example of two young people at 4 and 5 years old that knew to do the right thing and call for help,"" said Chief Dennis Jones.…"
4/12/2019 17:34,dlvr.it,Tampa_NC,0,386,43,[],,,NULL,0,"Tampa, FL",FALSE,25,0,FALSE,Tampa News What Happened in the Stock Market Today - Motley Fool
4/12/2019 17:09,SocialNewsDesk,BN9,0,372245,333,[],,,NULL,0,Tampa Bay area,TRUE,1745,1154,TRUE,While critics of the import plan say inspection costs will drive up the price and in the end there won't be savings…
4/12/2019 17:04,IFTTT,theledger,0,11205,464,[],,,NULL,0,"Lakeland, FL",TRUE,351,2769,TRUE,Tampa teens busted by PCSO for grand theft auto Read more:
4/12/2019 17:01,Twitter for Android,TheUnshyShy,2,43,70,[],,,NULL,0,"Florida, USA",FALSE,4,3898,TRUE,RT @tbocom: He lives in Tampa.
4/12/2019 17:00,trueAnthem,TBBJnewsroom,0,52668,2827,[],,,NULL,0,"Tampa Bay, Florida",FALSE,1002,3452,TRUE,How Tod Leiweke led Bill Gates to invest in a $3B Tampa project
4/12/2019 17:00,Twitter for Android,arc_tampa,0,249,2651,[],,,NULL,0,"Tampa, Florida, USA",FALSE,3,128,TRUE,RT @HamRadioWorld: Speaking to astronaut aboard space station 'a dream come true' for high school students. Link:
4/12/2019 17:00,SocialNewsDesk,tbocom,2,134852,8987,[],,,NULL,1,"Tampa Bay, Florida",TRUE,1157,293,FALSE,He lives in Tampa.
4/12/2019 16:58,Twitter for Android,TampaREAttorney,2,59,118,[],,,NULL,0,Tampa Bay,FALSE,3,115,FALSE,RT @TBBJnewsroom: The Tampa Marriott Water Street has always been a critical piece of Strategic Property Partners' vision
4/12/2019 16:57,Twitter for iPhone,seandalyWFTS,0,4418,1148,"[{'text': 'TrashTagTampaBay', 'indices': [27, 44]}, {'text': 'TampaBay', 'indices': [84, 93]}]",,,NULL,0,"St. Petersburg, FL",TRUE,144,8583,TRUE,RT @SeanWFTS: People using #TrashTagTampaBay hashtag to create meet-ups to clean up #TampaBay area waterways. https…
4/12/2019 16:54,Facebook,SusFamFound,0,378,499,[],,,NULL,0,USA,FALSE,24,568,FALSE,Thank you Jorja Roman at Bay News 9 for telling the story of our partnership with the St. Petersburg Free Clinic!…
4/12/2019 16:43,Twitter for Android,ROBERTJFELDER2,3,48,605,"[{'text': 'StrongEurope', 'indices': [18, 31]}, {'text': 'FridayFunDay', 'indices': [32, 45]}]",,,NULL,0,"NASHOTAH, WISCONSIN , THE USA",FALSE,0,1407,TRUE,"RT @USArmyEurope: #StrongEurope #FridayFunDay: The 🇺🇸 Tampa Bay Buccaneer Cheerleaders and football players visited Caserma Ederle, Vicenza…"
4/12/2019 16:42,IFTTT,robinsportsnews,0,9290,7102,[],,,NULL,0,RT's Are FYI Purposes Only,FALSE,267,19,FALSE,Sports News: PROGRAMMING ALERT: Tampa Bay Rays at Toronto Blue Jays on April 12 will air on FOX Sports Florida…
4/12/2019 16:38,Twitter for Android,g8trparty,14,81,299,"[{'text': 'TBLvsCBJ', 'indices': [82, 91]}]",,,NULL,0,"ÜT: 29.622541,-82.377465",FALSE,3,3017,TRUE,"RT @TBLightning: Time to bounce back. Here’s how to watch, stream, and listen to #TBLvsCBJ Game 2 tonight."
4/12/2019 16:38,Twitter for iPhone,cwsparker,1,710,94,[],,,NULL,0,,FALSE,25,19346,TRUE,RT @Tampa_NC: Tampa News Trump told CBP head he'd pardon him if he were sent to jail for violating immigration law - CNN
4/12/2019 16:37,Twitter for iPhone,AlexisTBBJ,6,4858,3268,[],,,NULL,0,"Tampa Bay, Florida",FALSE,217,5693,TRUE,RT @TBBJLauren: My first ever front page @TBBJnewsroom story is about how Tampa Bay is an absolute powerhouse when it comes to producing pa…
4/12/2019 16:36,Facebook,SignalSeventeen,0,21,93,[],,,NULL,0,"Ohio, USA",FALSE,0,1,FALSE,"90 minutes to game time. Tampa, you are going down."
4/12/2019 16:36,Twitter for Android,WICKEDLADYBOLT,14,89,163,"[{'text': 'TBLvsCBJ', 'indices': [82, 91]}]",,,NULL,0,"Tampa, FL",FALSE,4,9960,TRUE,"RT @TBLightning: Time to bounce back. Here’s how to watch, stream, and listen to #TBLvsCBJ Game 2 tonight."
4/12/2019 16:35,Twitter Web Client,alvaredi,13,813,682,"[{'text': 'Tampa', 'indices': [29, 35]}, {'text': 'founddog', 'indices': [111, 120]}, {'text': 'foundlostdogs', 'indices': [121, 135]}]",,,NULL,0,USA,FALSE,8,1759,FALSE,RT @FoundLostDogs: Found Dog #Tampa Florida please help this caring person by sharing #founddog #foundlostdogs det…
4/12/2019 16:34,dlvr.it,Tampa_NC,1,386,43,[],,,NULL,0,"Tampa, FL",FALSE,25,0,FALSE,Tampa News Trump told CBP head he'd pardon him if he were sent to jail for violating immigration law - CNN…
4/12/2019 16:34,Twitter for iPhone,supmurph,14,618,226,"[{'text': 'TBLvsCBJ', 'indices': [82, 91]}]",,,NULL,0,"Orlando, FL",FALSE,11,2793,TRUE,"RT @TBLightning: Time to bounce back. Here’s how to watch, stream, and listen to #TBLvsCBJ Game 2 tonight."
4/12/2019 16:33,Twitter for Android,SerenaDSouza3,14,101,237,"[{'text': 'TBLvsCBJ', 'indices': [82, 91]}]",,,NULL,0,"St Cloud, FL",FALSE,0,29508,FALSE,"RT @TBLightning: Time to bounce back. Here’s how to watch, stream, and listen to #TBLvsCBJ Game 2 tonight."
4/12/2019 16:32,Facebook,UrbanLivingTB,0,66,43,[],,,NULL,0,"Tampa, Florida",FALSE,4,24,TRUE,"Coming in 2021 to Midtown Tampa (along with a Whole Foods Market), a healthy restaurant concept backed by Oprah. Me…"
4/12/2019 16:31,Twitter for iPhone,Baycrab3,14,2619,3567,"[{'text': 'TBLvsCBJ', 'indices': [82, 91]}]",,,NULL,0,Florida!! ,FALSE,155,240229,TRUE,"RT @TBLightning: Time to bounce back. Here’s how to watch, stream, and listen to #TBLvsCBJ Game 2 tonight."
4/12/2019 16:30,Twitter for Android,TERI_SHEEN,14,191,307,"[{'text': 'TBLvsCBJ', 'indices': [82, 91]}]",,,NULL,0,"Seffner, Fl",FALSE,3,19543,TRUE,"RT @TBLightning: Time to bounce back. Here’s how to watch, stream, and listen to #TBLvsCBJ Game 2 tonight."
4/12/2019 16:30,Twitter for iPhone,_TellTaleRaven_,14,125,616,"[{'text': 'TBLvsCBJ', 'indices': [82, 91]}]",,,NULL,0,"Louisiana, USA",FALSE,0,5395,TRUE,"RT @TBLightning: Time to bounce back. Here’s how to watch, stream, and listen to #TBLvsCBJ Game 2 tonight."
4/12/2019 16:30,Twitter for iPhone,ScottSt1963,14,294,1129,"[{'text': 'TBLvsCBJ', 'indices': [82, 91]}]",,,NULL,0,"Florida, USA",FALSE,0,3958,TRUE,"RT @TBLightning: Time to bounce back. Here’s how to watch, stream, and listen to #TBLvsCBJ Game 2 tonight."
4/12/2019 16:30,TweetDeck,TBLightning,14,688938,2771,"[{'text': 'TBLvsCBJ', 'indices': [65, 74]}]",,,NULL,86,Amalie Arena,TRUE,4597,4410,TRUE,"Time to bounce back. Here’s how to watch, stream, and listen to #TBLvsCBJ Game 2 tonight."
4/12/2019 16:28,Twitter Web App,AllardVegelien,13,137634,150182,"[{'text': 'Tampa', 'indices': [29, 35]}, {'text': 'founddog', 'indices': [111, 120]}, {'text': 'foundlostdogs', 'indices': [121, 135]}]",,,NULL,0,Linkedin Allard Vegelien,FALSE,240,5456,TRUE,RT @FoundLostDogs: Found Dog #Tampa Florida please help this caring person by sharing #founddog #foundlostdogs det…
4/12/2019 16:26,Twitter Web Client,KirkDkirk11,0,290,273,[],,,NULL,0,"Clearwater, FL",FALSE,0,18229,FALSE,Video shows burglary suspect raid Tampa home
4/12/2019 16:11,Facebook,osuperwins,0,1044,763,[],,,NULL,1,Roppongi Hills,FALSE,62,2610,TRUE,Rapper DMX spent the night kicking everyone's ass at pool after his Tampa show
4/12/2019 16:10,Twitter Web Client,WFLApeter,0,3522,934,[],,,NULL,0,"Tampa, Florida",FALSE,142,439,TRUE,Video shows burglary suspect raid Tampa home
4/12/2019 16:04,Twitter Web Client,401kspecmag,1,996,1635,[],,,NULL,0,,FALSE,24,564,FALSE,RT @FidBenchmarks: NEWS Article by @401keditor @401kspecmag Tampa Bay Bucs' Carl Nassib Tackles 401k Financial Wellness
4/12/2019 16:01,Facebook,bamahe,0,293,1188,[],,,NULL,0,33511,FALSE,3,54,TRUE,University of Tampa hosts entrepreneur expo - Tampa Bay Business Journal
4/12/2019 15:51,SocialNewsDesk,BN9,2,372245,333,[],,,NULL,3,Tampa Bay area,TRUE,1745,1154,TRUE,"""An example of two young people at 4 and 5 years old that knew to do the right thing and call for help,"" said Chief…"
4/12/2019 15:50,Twitter for iPhone,jnikkol24,2,409,461,[],,,NULL,0,,FALSE,0,4524,TRUE,RT @SoBasicPodcast: WE HAVE EPISODE 7 OUT NOW!! Queen B herself...(not Beyoncé...but better) @bearoncebear IS HERE TO SHARE WITH YOU THE 1-…
4/12/2019 15:50,Twitter for iPhone,SoBasicPodcast,2,29,228,[],,,NULL,3,"Tampa, FL",FALSE,0,16,FALSE,WE HAVE EPISODE 7 OUT NOW!! Queen B herself...(not Beyoncé...but better) @bearoncebear IS HERE TO SHARE WITH YOU TH…
4/12/2019 15:50,Twitter for Android,GCspeaks1,0,128,465,"[{'text': 'realestate', 'indices': [64, 75]}, {'text': 'CRE', 'indices': [76, 80]}]",,,NULL,0,Florida,FALSE,1,0,FALSE,How Tod Leiweke led Bill Gates to invest in a $3B Tampa project #realestate #CRE via @tbbjnewsroom
4/12/2019 15:47,Twitter for iPhone,Eric_M888,2,4347,2268,"[{'text': 'Yankees', 'indices': [18, 26]}]",,,NULL,0,"New Jersey, USA",FALSE,30,265139,FALSE,"RT @RandyJMiller: #Yankees get more bad injury news on Betances, who didn’t feel right throwing sim game Thursday in Tampa. He’s now back i…"
4/12/2019 15:46,Twitter for iPhone,MisterHoge,1,316,85,[],,,NULL,0,Atlanta,FALSE,0,1161,TRUE,RT @Scooting4Donors: 4-time kidney transplant recipient stops in Pasco during cross-country trip
4/12/2019 15:42,Twitter for Android,arc_tampa,1,249,2651,[],,,NULL,0,"Tampa, Florida, USA",FALSE,3,128,TRUE,"RT @k5clm: SB DX @ ARL $ARLD015 ARLD015 DX news ZCZC AE15 QST de W1AW DX Bulletin 15 ARLD015 From ARRL Headquarters Newington CT April 11,…"
4/12/2019 15:40,Twitter for iPhone,Space8Jockey5,3,858,912,"[{'text': 'StrongEurope', 'indices': [18, 31]}, {'text': 'FridayFunDay', 'indices': [32, 45]}]",,,NULL,0,"Madison County, Alabama",FALSE,5,71247,FALSE,"RT @USArmyEurope: #StrongEurope #FridayFunDay: The 🇺🇸 Tampa Bay Buccaneer Cheerleaders and football players visited Caserma Ederle, Vicenza…"
4/12/2019 15:40,Sprout Social,USArmyEurope,3,148424,1455,"[{'text': 'StrongEurope', 'indices': [0, 13]}, {'text': 'FridayFunDay', 'indices': [14, 27]}]",,,NULL,17,"Wiesbaden, Germany",TRUE,1424,12702,TRUE,"#StrongEurope #FridayFunDay: The 🇺🇸 Tampa Bay Buccaneer Cheerleaders and football players visited Caserma Ederle, V…"
4/12/2019 15:39,Twitter for Android,Wolfetwin1,3,90,72,[],,,NULL,0,"Florida, USA",FALSE,1,3057,FALSE,RT @BN9: A Riverview man was arrested Thursday after Hillsborough County deputies said they found two neglected horses in his backyard. ht…
4/12/2019 15:39,Twitter for Android,Wolfetwin1,7,90,72,[],,,NULL,0,"Florida, USA",FALSE,1,3057,FALSE,RT @FOX13News: A female student is in custody after police say she stabbed another student at Chamberlain High School in Tampa
4/12/2019 15:38,Twitter for iPhone,drosennhl,0,144972,1126,[],,,NULL,1,"New Jersey, USA",TRUE,2640,281,TRUE,"5 Keys: Blue Jackets at Lightning, Game 2"
4/12/2019 15:26,Twitter for iPhone,RandyJMiller,2,8888,566,"[{'text': 'Yankees', 'indices': [0, 8]}]",,,NULL,2,,TRUE,548,1,TRUE,"#Yankees get more bad injury news on Betances, who didn’t feel right throwing sim game Thursday in Tampa. He’s now…"
4/12/2019 15:26,Facebook,Cocktail_Artist,0,366,1143,[],,,NULL,1,"Nashville, TN",FALSE,6,621,TRUE,Rapper DMX spent the night kicking everyone's ass at pool after his Tampa show
4/12/2019 15:26,Twitter Web Client,CitizensLight,1,185,1025,[],,,NULL,0,,FALSE,0,1443,FALSE,RT @hcpswhistleblr: District might have to report this one.
4/12/2019 15:14,Twitter for Android,myworts,0,106,196,[],,,NULL,0,,FALSE,0,40,FALSE,Girl cut boy with knife during fight at Chamberlain High School
4/12/2019 15:07,CoSchedule,VendorEdgePlus,0,453,732,[],,,NULL,0,"Texas, USA",FALSE,30,109,TRUE,"Pembrook Provides $10.5 MM in Preferred Equity Financing for Construction of Multifamily Development in Tampa, FL"
4/12/2019 15:04,Twitter for Android,SportsCbus,0,104,330,[],Aportzline,23267939,NULL,1,,FALSE,4,820,FALSE,@Aportzline LOL! And Tampa is not rattled from game 1!?!? Heh heh heh! They are going away from finesse and high-sk…
4/12/2019 15:01,Pardot,FidBenchmarks,1,1207,4049,[],,,NULL,2,"Lake Oswego, OR",FALSE,19,181,FALSE,NEWS Article by @401keditor @401kspecmag Tampa Bay Bucs' Carl Nassib Tackles 401k Financial Wellness…
4/12/2019 15:01,Twitter for Android,mcwilkins63,3,178,66,[],,,NULL,0,,FALSE,34,74,FALSE,RT @BN9: A Riverview man was arrested Thursday after Hillsborough County deputies said they found two neglected horses in his backyard. ht…
4/12/2019 15:00,trueAnthem,TBBJnewsroom,0,52668,2827,[],,,NULL,0,"Tampa Bay, Florida",FALSE,1002,3452,TRUE,The Bungalow in South Tampa files for liquidation bankruptcy
4/12/2019 15:00,dlvr.it,numberFire_MLB,0,1209,1,[],,,NULL,0,,FALSE,32,533,FALSE,Yandy Diaz starting on Friday for Tampa Bay
4/12/2019 14:55,dlvr.it,numberFire_MLB,0,1209,1,[],,,NULL,0,,FALSE,32,533,FALSE,Daniel Robertson sitting on Friday for Tampa Bay
4/12/2019 14:54,Twitter for iPhone,Scooting4Donors,1,22,63,[],,,NULL,2,United States,FALSE,0,7,FALSE,4-time kidney transplant recipient stops in Pasco during cross-country trip
4/12/2019 14:53,Twitter Web App,JosephDeMauro1,1,477,5000,"[{'text': 'Florida', 'indices': [103, 111]}, {'text': 'sunshinestate', 'indices': [112, 126]}, {'text': 'orlando', 'indices': [128, 136]}]",,,NULL,0,"Staten Island, NY",FALSE,19,5022,FALSE,RT @JosephDeMauro1: Florida Commoners Local News and Local Events Click here #Florida #sunshinestate #orlando #T…
4/12/2019 14:51,Facebook,_RightReason,0,1474,2338,[],,,NULL,0,"Tampa, Florida, USA",FALSE,23,9056,FALSE,Crazy!
4/12/2019 14:46,dlvr.it,qingqiBTL,0,147,141,[],,,NULL,1,中華,FALSE,8,0,FALSE,"You, too, can buzz through the skies of Florida - FOX 13 News, Tampa Bay"
4/12/2019 14:45,Hootsuite Inc.,WCLandscape,0,70,171,[],,,NULL,0,"Florida, USA",FALSE,0,57,TRUE,"Just a reminder of the awesome power of nature. This is a waterspout on Tampa Bay near Oldsmar, Florida (not from t…"
4/12/2019 14:43,Twitter Web Client,mhmsqa,31,0,1,[],,,NULL,0,,FALSE,0,0,FALSE,RT @thetournament: 🚨BREAKING NEWS🚨 out of @CP3's Greensboro Regional! @DetroitPistons center and 2x NBA All-Star @AndreDrummond will be c…
4/12/2019 14:40,LinkedIn,ralexanderlaw,0,1842,1507,[],,,NULL,0,"Tampa Bay, Florida",FALSE,23,221,FALSE,"TAMPA, Fla. — Chamberlain High School in Tampa was briefly placed on a lock-in status Friday morning after a studen…"
4/12/2019 14:39,Twitter for iPhone,ClaytorReports,1,1094,1211,[],,,NULL,0,"Lakeland, FL",FALSE,53,289,TRUE,RT @BN9: BREAKING Defense rests case in John Jonchuck trial; closing arguments start Monday morning:
4/12/2019 14:39,TextCaster,BN9,1,372245,333,[],,,NULL,1,Tampa Bay area,TRUE,1745,1154,TRUE,BREAKING Defense rests case in John Jonchuck trial; closing arguments start Monday morning:
4/12/2019 14:30,Facebook,TheNOWTeam,0,4292,2893,[],,,NULL,0,"Brandon, Florida",FALSE,1432,1430,TRUE,Jewelry with drug detector wins UT's annual entrepreneur expo The University of Tampa’s entrepreneurial center was…
4/12/2019 14:27,Facebook,bamahe,0,293,1188,[],,,NULL,0,33511,FALSE,3,54,TRUE,The Bungalow in South Tampa files for bankruptcy - Tampa Bay Business Journal
4/12/2019 14:22,Twitter for iPhone,AverageGirlT,2,469,214,[],,,NULL,0,,FALSE,32,951,TRUE,"RT @cl_tampabay: The Tampa Bay Rays are the second least valuable MLB team, says Forbes"
4/12/2019 14:16,Twitter for iPhone,law_4thepeople,1,636,1233,[],,,NULL,0,"Orlando, FL",FALSE,23,5422,FALSE,RT @tbocom: A deputy shot a Tampa man with a history of cutting himself. His family says it was an overreaction.
4/12/2019 14:15,Twitter for Android,laffing2loud,13,99,214,"[{'text': 'Tampa', 'indices': [29, 35]}, {'text': 'founddog', 'indices': [111, 120]}, {'text': 'foundlostdogs', 'indices': [121, 135]}]",,,NULL,0,"North Dakota, USA",FALSE,1,8066,TRUE,RT @FoundLostDogs: Found Dog #Tampa Florida please help this caring person by sharing #founddog #foundlostdogs det…
4/12/2019 14:13,Twitter for Android,sensationdon,7,425,1189,[],,,NULL,0,"Hudson, FL",FALSE,9,9020,FALSE,RT @WFLANews: WFLA News: Deputies say a Florida man only pretended to scan his checkout items at a Walmart near Tampa
4/12/2019 14:12,Twitter for iPhone,EugeneHoward_,7,59,124,[],,,NULL,0,Tampa Florida ,FALSE,0,289,FALSE,RT @FOX13News: A female student is in custody after police say she stabbed another student at Chamberlain High School in Tampa
4/12/2019 14:03,Zapier.com,sparkcatalyst,0,8291,5263,[],,,NULL,1,Tampa Bay,FALSE,221,2324,TRUE,Tampa Bay’s Would-Be Venture Capitalists — or Lack Thereof — Are Holding Back a Potentially Potent Patent Economy (…
4/12/2019 14:02,IFTTT,WorldConsulting,0,4089,2163,"[{'text': 'WCG', 'indices': [64, 68]}, {'text': 'Florida', 'indices': [69, 77]}, {'text': 'ManagementConsulting', 'indices': [78, 99]}]",,,NULL,0,"Florida, USA",FALSE,674,2618,FALSE,How Tod Leiweke led Bill Gates to invest in a $3B Tampa project #WCG #Florida #ManagementConsulting
4/12/2019 14:02,Twitter Web Client,u3Y4BDE,6,24685,25750,[],,,NULL,0,,FALSE,40,172919,FALSE,"RT @CouncilmanViera: To quote an under appreciated John Lennon classic, just gimme some truth. Glad to stand with @JaneforTampa - a leader…"
4/12/2019 14:01,Twitter Web App,EVOPayments,0,624,444,[],,,NULL,1,,FALSE,21,2250,FALSE,ICYMI: We were named to the @TB_Times Top Workplaces for 2019. News Release:
4/12/2019 14:00,Facebook,TheNOWTeam,0,4292,2893,[],,,NULL,0,"Brandon, Florida",FALSE,1432,1430,TRUE,How Tod Leiweke led Bill Gates to invest in a $3B Tampa project It was the relationship that Leiweke had with Micha…
4/12/2019 14:00,Facebook,DiscoverUrPlace,0,303,445,[],,,NULL,0,"Tampa, FL",FALSE,18,26,FALSE,"We posted about this last month, but just a reminder - it's this weekend!"
4/12/2019 13:59,LinkedIn,MercuryUnited,0,267,448,"[{'text': 'makingadifference', 'indices': [89, 107]}]",,,NULL,0,"Rancho Cucamonga, CA ",FALSE,4,10,TRUE,"My friend, Nick Meza, is making a difference. How are you giving back to your community? #makingadifference…"
4/12/2019 13:55,TweetDeck,US1035,7,8520,3053,[],,,NULL,0,"Tampa Bay, FL",FALSE,170,7304,TRUE,RT @WFLANews: WFLA News: Deputies say a Florida man only pretended to scan his checkout items at a Walmart near Tampa
4/12/2019 13:55,TweetDeck,TheBeatTampa,7,7342,2819,[],,,NULL,0,Tampa Florida,FALSE,178,1752,TRUE,RT @WFLANews: WFLA News: Deputies say a Florida man only pretended to scan his checkout items at a Walmart near Tampa
4/12/2019 13:55,TweetDeck,tampabaysmix,7,4977,2797,[],,,NULL,0,"Tampa Bay, FL",FALSE,180,758,TRUE,RT @WFLANews: WFLA News: Deputies say a Florida man only pretended to scan his checkout items at a Walmart near Tampa
4/12/2019 13:55,TweetDeck,98rocktampabay,7,13888,6183,[],,,NULL,0,Tampa Bay Florida,TRUE,258,3462,TRUE,RT @WFLANews: WFLA News: Deputies say a Florida man only pretended to scan his checkout items at a Walmart near Tampa
4/12/2019 13:55,TweetDeck,933FLZ,7,43509,12360,[],,,NULL,0,"Tampa, FL",TRUE,668,8860,TRUE,RT @WFLANews: WFLA News: Deputies say a Florida man only pretended to scan his checkout items at a Walmart near Tampa
4/12/2019 13:48,SocialNewsDesk,BN9,3,372245,333,[],,,NULL,3,Tampa Bay area,TRUE,1745,1154,TRUE,"WATCH: The teaser features Billy Dee Williams, who returns as Lando Calrissian, and the late Carrie Fisher as Gen.…"
4/12/2019 13:46,Zapier.com,techtampabay,0,6110,2349,[],,,NULL,0,"Tampa Bay, FL",FALSE,190,3514,TRUE,Tampa Bay’s Would-Be Venture Capitalists — or Lack Thereof — Are Holding Back a Potentially Potent Patent Economy (…
4/12/2019 13:45,Facebook,CharliFunk,0,1276,1389,[],,,NULL,0,"St. Petersburg, FL",FALSE,115,10424,TRUE,Rapper DMX spent the night kicking everyone's ass at pool after his Tampa show
4/12/2019 13:43,Twitter Web Client,CityofTampa,1,178824,420,[],,,NULL,0,"Tampa, FL",TRUE,928,26275,TRUE,"RT @tampaparksrec: Today we broke ground on a 7,476 sq. ft. expansion of the New Tampa Recreation Center. For more information on the proje…"
4/12/2019 13:41,Twitter Web Client,SLKLAW,0,721,956,[],,,NULL,0,"Toledo, Ohio",FALSE,50,263,FALSE,Sarasota Partner Malcolm “Mike” Pitchford presented two seminars on behalf of the National Business Institute yeste…
4/12/2019 13:40,Twitter Web Client,LaceEmPodcast,0,1657,1673,[],,,NULL,0,,FALSE,16,286,TRUE,"5 Keys: Blue Jackets at Lightning, Game 2 via @NHL"
4/12/2019 13:39,SocialFlow,WFLANews,7,16757,4148,[],,,NULL,0,"Tampa, FL",FALSE,579,1616,TRUE,WFLA News: Deputies say a Florida man only pretended to scan his checkout items at a Walmart near Tampa
